,day,slope,type,type_pretty
110,49.0,1.3055499999999824,Total infected derivative,10%
111,50.0,1.463949999999997,Total infected derivative,10%
112,51.0,1.5000000000000142,Total infected derivative,10%
113,52.0,1.5932000000000102,Total infected derivative,10%
114,53.0,1.6812999999999931,Total infected derivative,10%
115,54.0,1.41279999999999,Total infected derivative,10%
116,55.0,0.9769000000000005,Total infected derivative,10%
117,56.0,0.9518500000000216,Total infected derivative,10%
118,57.0,1.1904500000000127,Total infected derivative,10%
119,58.0,1.27349999999997,Total infected derivative,10%
120,59.0,1.2703999999999382,Total infected derivative,10%
121,60.0,,Total infected derivative,10%
122,0.0,0.03809999999998581,Total infected derivative,40%
123,1.0,0.0791499999999985,Total infected derivative,40%
124,2.0,0.2004000000000019,Total infected derivative,40%
125,3.0,0.39074999999999704,Total infected derivative,40%
126,4.0,0.5690999999999917,Total infected derivative,40%
127,5.0,0.6052500000000123,Total infected derivative,40%
128,6.0,0.47705000000004816,Total infected derivative,40%
129,7.0,0.5701500000000408,Total infected derivative,40%
130,8.0,0.9277999999999622,Total infected derivative,40%
131,9.0,1.243599999999958,Total infected derivative,40%
132,10.0,1.5149999999999864,Total infected derivative,40%
133,11.0,1.8065499999999872,Total infected derivative,40%
134,12.0,1.6764500000000169,Total infected derivative,40%
135,13.0,1.184349999999995,Total infected derivative,40%
136,14.0,1.1572000000000173,Total infected derivative,40%
137,15.0,1.4909000000000106,Total infected derivative,40%
138,16.0,1.7454999999999359,Total infected derivative,40%
139,17.0,1.9308999999999799,Total infected derivative,40%
140,18.0,2.0972500000000878,Total infected derivative,40%
141,19.0,1.9099000000000217,Total infected derivative,40%
142,20.0,1.4148499999999729,Total infected derivative,40%
143,21.0,1.3436000000000092,Total infected derivative,40%
144,22.0,1.6972999999999843,Total infected derivative,40%
145,23.0,1.9309000000000083,Total infected derivative,40%
146,24.0,2.045199999999994,Total infected derivative,40%
147,25.0,2.1823499999999854,Total infected derivative,40%
148,26.0,1.8887000000000285,Total infected derivative,40%
149,27.0,1.3296499999999867,Total infected derivative,40%
150,28.0,1.345749999999967,Total infected derivative,40%
151,29.0,1.6684000000000054,Total infected derivative,40%
152,30.0,1.8397000000000219,Total infected derivative,40%
153,31.0,1.9909000000000106,Total infected derivative,40%
154,32.0,2.043050000000008,Total infected derivative,40%
155,33.0,1.6994000000000113,Total infected derivative,40%
156,34.0,1.2102999999999895,Total infected derivative,40%
157,35.0,1.144299999999987,Total infected derivative,40%
158,36.0,1.456000000000003,Total infected derivative,40%
159,37.0,1.7314500000000095,Total infected derivative,40%
160,38.0,1.8046999999999684,Total infected derivative,40%
161,39.0,1.818649999999991,Total infected derivative,40%
162,40.0,1.615150000000014,Total infected derivative,40%
163,41.0,1.1704000000000008,Total infected derivative,40%
164,42.0,1.105249999999998,Total infected derivative,40%
165,43.0,1.3696999999999804,Total infected derivative,40%
166,44.0,1.562100000000001,Total infected derivative,40%
167,45.0,1.6242500000000177,Total infected derivative,40%
168,46.0,1.6243000000000052,Total infected derivative,40%
169,47.0,1.423899999999989,Total infected derivative,40%
170,48.0,1.0531000000000006,Total infected derivative,40%
171,49.0,0.9187500000000028,Total infected derivative,40%
172,50.0,1.0170000000000101,Total infected derivative,40%
173,51.0,1.1683000000000305,Total infected derivative,40%
174,52.0,1.1912999999999982,Total infected derivative,40%
175,53.0,1.2414999999999594,Total infected derivative,40%
176,54.0,1.1873999999999967,Total infected derivative,40%
177,55.0,0.87175000000002,Total infected derivative,40%
178,56.0,0.7815499999999957,Total infected derivative,40%
179,57.0,0.9179499999999905,Total infected derivative,40%
180,58.0,1.0391000000000048,Total infected derivative,40%
181,59.0,1.0980000000000132,Total infected derivative,40%
182,60.0,,Total infected derivative,40%
183,0.0,0.026099999999985357,Total infected derivative,70%
184,1.0,0.04609999999999559,Total infected derivative,70%
185,2.0,0.07515000000000782,Total infected derivative,70%
186,3.0,0.10120000000000573,Total infected derivative,70%
187,4.0,0.14025000000000887,Total infected derivative,70%
188,5.0,0.17134999999998968,Total infected derivative,70%
189,6.0,0.16134999999999877,Total infected derivative,70%
190,7.0,0.18735000000000923,Total infected derivative,70%
191,8.0,0.24750000000000227,Total infected derivative,70%
192,9.0,0.30060000000000286,Total infected derivative,70%
193,10.0,0.3476999999999748,Total infected derivative,70%
194,11.0,0.3556999999999846,Total infected derivative,70%
195,12.0,0.31159999999999854,Total infected derivative,70%
196,13.0,0.24754999999998972,Total infected derivative,70%
197,14.0,0.2644999999999982,Total infected derivative,70%
198,15.0,0.3216000000000463,Total infected derivative,70%
199,16.0,0.36674999999999613,Total infected derivative,70%
200,17.0,0.41989999999995575,Total infected derivative,70%
201,18.0,0.4739500000000305,Total infected derivative,70%
202,19.0,0.43590000000000373,Total infected derivative,70%
203,20.0,0.3357000000000028,Total infected derivative,70%
204,21.0,0.3316000000000088,Total infected derivative,70%
205,22.0,0.38069999999996185,Total infected derivative,70%
206,23.0,0.4539500000000203,Total infected derivative,70%
207,24.0,0.5262000000000171,Total infected derivative,70%
208,25.0,0.5260000000000105,Total infected derivative,70%
209,26.0,0.4347500000000082,Total infected derivative,70%
210,27.0,0.32569999999998345,Total infected derivative,70%
211,28.0,0.34464999999997303,Total infected derivative,70%
212,29.0,0.41374999999996476,Total infected derivative,70%
213,30.0,0.42490000000000805,Total infected derivative,70%
214,31.0,0.4329000000000178,Total infected derivative,70%
215,32.0,0.46299999999999386,Total infected derivative,70%
216,33.0,0.4318500000000256,Total infected derivative,70%
217,34.0,0.3476500000000158,Total infected derivative,70%
218,35.0,0.32074999999997544,Total infected derivative,70%
219,36.0,0.3657000000000039,Total infected derivative,70%
220,37.0,0.4077000000000055,Total infected derivative,70%
221,38.0,0.4348500000000115,Total infected derivative,70%
222,39.0,0.46295000000003483,Total infected derivative,70%
223,40.0,0.43489999999999895,Total infected derivative,70%
224,41.0,0.3316499999999678,Total infected derivative,70%
225,42.0,0.2826000000000022,Total infected derivative,70%
226,43.0,0.350750000000005,Total infected derivative,70%
227,44.0,0.3716999999999757,Total infected derivative,70%
228,45.0,0.37574999999998226,Total infected derivative,70%
229,46.0,0.40380000000001814,Total infected derivative,70%
230,47.0,0.36170000000004165,Total infected derivative,70%
231,48.0,0.2895499999999913,Total infected derivative,70%
232,49.0,0.28659999999996444,Total infected derivative,70%
233,50.0,0.34369999999998413,Total infected derivative,70%
234,51.0,0.34064999999998236,Total infected derivative,70%
235,52.0,0.3647499999999866,Total infected derivative,70%
236,53.0,0.4078000000000088,Total infected derivative,70%
237,54.0,0.34575000000003797,Total infected derivative,70%
238,55.0,0.25549999999998363,Total infected derivative,70%
239,56.0,0.24144999999995775,Total infected derivative,70%
240,57.0,0.2866000000000497,Total infected derivative,70%
241,58.0,0.34165000000001555,Total infected derivative,70%
242,59.0,0.3766999999999143,Total infected derivative,70%
243,60.0,,Total infected derivative,70%
