,day,slope,type,type_pretty
88,27.0,0.6914000000000016,Total infected derivative,10%
89,28.0,0.5030500000000018,Total infected derivative,10%
90,29.0,0.34770000000000323,Total infected derivative,10%
91,30.0,0.287549999999996,Total infected derivative,10%
92,31.0,0.22144999999999015,Total infected derivative,10%
93,32.0,0.1612999999999971,Total infected derivative,10%
94,33.0,0.13219999999999743,Total infected derivative,10%
95,34.0,0.09420000000000073,Total infected derivative,10%
96,35.0,0.06415000000001214,Total infected derivative,10%
97,36.0,0.06310000000000571,Total infected derivative,10%
98,37.0,0.056150000000002365,Total infected derivative,10%
99,38.0,0.04609999999999559,Total infected derivative,10%
100,39.0,0.0309999999999917,Total infected derivative,10%
101,40.0,0.02909999999999968,Total infected derivative,10%
102,41.0,0.02210000000000889,Total infected derivative,10%
103,42.0,0.008000000000009777,Total infected derivative,10%
104,43.0,0.00899999999998613,Total infected derivative,10%
105,44.0,0.01099999999999568,Total infected derivative,10%
106,45.0,0.015000000000000568,Total infected derivative,10%
107,46.0,0.01104999999999734,Total infected derivative,10%
108,47.0,0.008050000000011437,Total infected derivative,10%
109,48.0,0.01099999999999568,Total infected derivative,10%
110,49.0,0.01099999999999568,Total infected derivative,10%
111,50.0,0.01100000000000989,Total infected derivative,10%
112,51.0,0.01104999999999734,Total infected derivative,10%
113,52.0,0.008049999999997226,Total infected derivative,10%
114,53.0,0.01104999999999734,Total infected derivative,10%
115,54.0,0.009050000000002001,Total infected derivative,10%
116,55.0,0.009000000000000341,Total infected derivative,10%
117,56.0,0.007949999999993906,Total infected derivative,10%
118,57.0,0.0040000000000048885,Total infected derivative,10%
119,58.0,0.004050000000006548,Total infected derivative,10%
120,59.0,0.009000000000000341,Total infected derivative,10%
121,60.0,0.015999999999991132,Total infected derivative,10%
122,0.0,0.0,Total infected derivative,40%
123,1.0,0.5611000000000104,Total infected derivative,40%
124,2.0,1.7194499999999948,Total infected derivative,40%
125,3.0,2.9359000000000037,Total infected derivative,40%
126,4.0,4.625200000000007,Total infected derivative,40%
127,5.0,6.69135,Total infected derivative,40%
128,6.0,7.236500000000007,Total infected derivative,40%
129,7.0,6.046149999999983,Total infected derivative,40%
130,8.0,7.550099999999986,Total infected derivative,40%
131,9.0,11.391750000000002,Total infected derivative,40%
132,10.0,13.68535,Total infected derivative,40%
133,11.0,14.841650000000001,Total infected derivative,40%
134,12.0,15.425900000000013,Total infected derivative,40%
135,13.0,13.411850000000001,Total infected derivative,40%
136,14.0,9.868750000000006,Total infected derivative,40%
137,15.0,9.17935,Total infected derivative,40%
138,16.0,9.81959999999998,Total infected derivative,40%
139,17.0,9.240499999999997,Total infected derivative,40%
140,18.0,8.219450000000009,Total infected derivative,40%
141,19.0,7.243449999999996,Total infected derivative,40%
142,20.0,5.693399999999997,Total infected derivative,40%
143,21.0,3.990000000000009,Total infected derivative,40%
144,22.0,3.268500000000003,Total infected derivative,40%
145,23.0,2.9568999999999903,Total infected derivative,40%
146,24.0,2.5301000000000045,Total infected derivative,40%
147,25.0,2.097200000000015,Total infected derivative,40%
148,26.0,1.6572999999999922,Total infected derivative,40%
149,27.0,1.285599999999988,Total infected derivative,40%
150,28.0,0.9098500000000058,Total infected derivative,40%
151,29.0,0.6383000000000152,Total infected derivative,40%
152,30.0,0.5450500000000034,Total infected derivative,40%
153,31.0,0.4668999999999812,Total infected derivative,40%
154,32.0,0.37274999999999636,Total infected derivative,40%
155,33.0,0.2565000000000168,Total infected derivative,40%
156,34.0,0.1913499999999999,Total infected derivative,40%
157,35.0,0.15034999999998888,Total infected derivative,40%
158,36.0,0.1303000000000054,Total infected derivative,40%
159,37.0,0.12625000000001307,Total infected derivative,40%
160,38.0,0.11224999999998886,Total infected derivative,40%
161,39.0,0.08409999999999229,Total infected derivative,40%
162,40.0,0.07415000000000305,Total infected derivative,40%
163,41.0,0.06615000000000748,Total infected derivative,40%
164,42.0,0.047049999999998704,Total infected derivative,40%
165,43.0,0.045099999999990814,Total infected derivative,40%
166,44.0,0.036100000000004684,Total infected derivative,40%
167,45.0,0.029049999999998022,Total infected derivative,40%
168,46.0,0.027000000000001023,Total infected derivative,40%
169,47.0,0.02410000000000423,Total infected derivative,40%
170,48.0,0.021099999999989905,Total infected derivative,40%
171,49.0,0.016949999999994247,Total infected derivative,40%
172,50.0,0.021050000000002456,Total infected derivative,40%
173,51.0,0.02209999999999468,Total infected derivative,40%
174,52.0,0.02200000000000557,Total infected derivative,40%
175,53.0,0.02004999999999768,Total infected derivative,40%
176,54.0,0.017049999999997567,Total infected derivative,40%
177,55.0,0.01500000000001478,Total infected derivative,40%
178,56.0,0.015000000000000568,Total infected derivative,40%
179,57.0,0.015050000000002228,Total infected derivative,40%
180,58.0,0.015050000000002228,Total infected derivative,40%
181,59.0,0.01099999999999568,Total infected derivative,40%
182,60.0,0.006000000000000227,Total infected derivative,40%
183,0.0,0.0,Total infected derivative,70%
184,1.0,0.3897999999999797,Total infected derivative,70%
185,2.0,1.179399999999987,Total infected derivative,70%
186,3.0,1.9709500000000162,Total infected derivative,70%
187,4.0,2.9037500000000023,Total infected derivative,70%
188,5.0,4.033050000000003,Total infected derivative,70%
189,6.0,4.31065000000001,Total infected derivative,70%
190,7.0,3.7545000000000073,Total infected derivative,70%
191,8.0,4.589200000000005,Total infected derivative,70%
192,9.0,6.445899999999995,Total infected derivative,70%
193,10.0,7.85469999999998,Total infected derivative,70%
194,11.0,8.867750000000001,Total infected derivative,70%
195,12.0,9.351700000000008,Total infected derivative,70%
196,13.0,8.330649999999991,Total infected derivative,70%
197,14.0,6.281600000000012,Total infected derivative,70%
198,15.0,6.013049999999993,Total infected derivative,70%
199,16.0,6.739399999999989,Total infected derivative,70%
200,17.0,6.715400000000017,Total infected derivative,70%
201,18.0,6.506050000000002,Total infected derivative,70%
202,19.0,6.102199999999996,Total infected derivative,70%
203,20.0,5.053100000000001,Total infected derivative,70%
204,21.0,3.6953999999999922,Total infected derivative,70%
205,22.0,3.141300000000001,Total infected derivative,70%
206,23.0,3.084150000000008,Total infected derivative,70%
207,24.0,2.821649999999991,Total infected derivative,70%
208,25.0,2.52709999999999,Total infected derivative,70%
209,26.0,2.2254500000000093,Total infected derivative,70%
210,27.0,1.7565000000000026,Total infected derivative,70%
211,28.0,1.306600000000003,Total infected derivative,70%
212,29.0,1.100200000000001,Total infected derivative,70%
213,30.0,0.9809499999999929,Total infected derivative,70%
214,31.0,0.8787499999999966,Total infected derivative,70%
215,32.0,0.7765500000000003,Total infected derivative,70%
216,33.0,0.6683000000000021,Total infected derivative,70%
217,34.0,0.5180500000000023,Total infected derivative,70%
218,35.0,0.38280000000000314,Total infected derivative,70%
219,36.0,0.31765000000000043,Total infected derivative,70%
220,37.0,0.25950000000000273,Total infected derivative,70%
221,38.0,0.2304500000000047,Total infected derivative,70%
222,39.0,0.2164499999999947,Total infected derivative,70%
223,40.0,0.2064499999999896,Total infected derivative,70%
224,41.0,0.17334999999999923,Total infected derivative,70%
225,42.0,0.12120000000000175,Total infected derivative,70%
226,43.0,0.1021999999999963,Total infected derivative,70%
227,44.0,0.10020000000000095,Total infected derivative,70%
228,45.0,0.11025000000000773,Total infected derivative,70%
229,46.0,0.10519999999999641,Total infected derivative,70%
230,47.0,0.0861500000000035,Total infected derivative,70%
231,48.0,0.08620000000000516,Total infected derivative,70%
232,49.0,0.0721499999999935,Total infected derivative,70%
233,50.0,0.06010000000000559,Total infected derivative,70%
234,51.0,0.06114999999999782,Total infected derivative,70%
235,52.0,0.06414999999999793,Total infected derivative,70%
236,53.0,0.06105000000000871,Total infected derivative,70%
237,54.0,0.0490999999999957,Total infected derivative,70%
238,55.0,0.04814999999999259,Total infected derivative,70%
239,56.0,0.047100000000000364,Total infected derivative,70%
240,57.0,0.04005000000000791,Total infected derivative,70%
241,58.0,0.04404999999999859,Total infected derivative,70%
242,59.0,0.04410000000000025,Total infected derivative,70%
243,60.0,0.038100000000014234,Total infected derivative,70%
