,day,cumulative_infected,type,type_pretty
69,10.0,0.02487870370370365,Total infected,10%
70,11.0,0.032407407407407406,Total infected,10%
71,12.0,0.043115740740740684,Total infected,10%
72,13.0,0.055602314814814785,Total infected,10%
73,14.0,0.06518935185185179,Total infected,10%
74,15.0,0.07225046296296295,Total infected,10%
75,16.0,0.08005972222222224,Total infected,10%
76,17.0,0.08875833333333343,Total infected,10%
77,18.0,0.10161805555555556,Total infected,10%
78,19.0,0.11452453703703706,Total infected,10%
79,20.0,0.13112592592592598,Total infected,10%
80,21.0,0.1448277777777778,Total infected,10%
81,22.0,0.15464814814814826,Total infected,10%
82,23.0,0.1633930555555557,Total infected,10%
83,24.0,0.17330694444444436,Total infected,10%
84,25.0,0.1864944444444445,Total infected,10%
85,26.0,0.20108518518518523,Total infected,10%
86,27.0,0.21721805555555562,Total infected,10%
87,28.0,0.22881620370370365,Total infected,10%
88,29.0,0.23681249999999998,Total infected,10%
89,30.0,0.24537037037037038,Total infected,10%
90,31.0,0.254675925925926,Total infected,10%
91,32.0,0.26519814814814807,Total infected,10%
92,33.0,0.276375462962963,Total infected,10%
93,34.0,0.2894222222222222,Total infected,10%
94,35.0,0.2983541666666667,Total infected,10%
95,36.0,0.3053689814814816,Total infected,10%
96,37.0,0.31317824074074063,Total infected,10%
97,38.0,0.320660648148148,Total infected,10%
98,39.0,0.3296856481481481,Total infected,10%
99,40.0,0.3400671296296296,Total infected,10%
100,41.0,0.35016851851851843,Total infected,10%
101,42.0,0.35765092592592596,Total infected,10%
102,43.0,0.3637773148148148,Total infected,10%
103,44.0,0.36901388888888875,Total infected,10%
104,45.0,0.37565462962962953,Total infected,10%
105,46.0,0.38323009259259266,Total infected,10%
106,47.0,0.3923958333333333,Total infected,10%
107,48.0,0.40095416666666667,Total infected,10%
108,49.0,0.4085763888888889,Total infected,10%
109,50.0,0.414188425925926,Total infected,10%
110,51.0,0.41947268518518527,Total infected,10%
111,52.0,0.425925925925926,Total infected,10%
112,53.0,0.43251944444444446,Total infected,10%
113,54.0,0.44032916666666666,Total infected,10%
114,55.0,0.449261574074074,Total infected,10%
115,56.0,0.4559953703703703,Total infected,10%
116,57.0,0.4613263888888889,Total infected,10%
117,58.0,0.46675092592592593,Total infected,10%
118,59.0,0.47292361111111103,Total infected,10%
119,60.0,0.4800319444444444,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,0.00028055555555539513,Total infected,40%
122,3.0,0.0011229166666666401,Total infected,40%
123,4.0,0.0016833333333333576,Total infected,40%
124,5.0,0.0031569444444444392,Total infected,40%
125,6.0,0.005050694444444541,Total infected,40%
126,7.0,0.007295138888888886,Total infected,40%
127,8.0,0.00827708333333336,Total infected,40%
128,9.0,0.009820833333333489,Total infected,40%
129,10.0,0.012346527777777696,Total infected,40%
130,11.0,0.014801388888888982,Total infected,40%
131,12.0,0.01893958333333343,Total infected,40%
132,13.0,0.0249020833333332,Total infected,40%
133,14.0,0.02917986111111088,Total infected,40%
134,15.0,0.03296875000000002,Total infected,40%
135,16.0,0.03808888888888874,Total infected,40%
136,17.0,0.04538472222222209,Total infected,40%
137,18.0,0.051627777777777856,Total infected,40%
138,19.0,0.06025555555555565,Total infected,40%
139,20.0,0.07000555555555563,Total infected,40%
140,21.0,0.0767402777777776,Total infected,40%
141,22.0,0.0834743055555557,Total infected,40%
142,23.0,0.09090902777777782,Total infected,40%
143,24.0,0.09715208333333337,Total infected,40%
144,25.0,0.10465833333333327,Total infected,40%
145,26.0,0.11398749999999996,Total infected,40%
146,27.0,0.12359722222222214,Total infected,40%
147,28.0,0.1313826388888888,Total infected,40%
148,29.0,0.13748611111111111,Total infected,40%
149,30.0,0.14436041666666682,Total infected,40%
150,31.0,0.15263680555555562,Total infected,40%
151,32.0,0.16049375000000005,Total infected,40%
152,33.0,0.16996388888888891,Total infected,40%
153,34.0,0.17971458333333346,Total infected,40%
154,35.0,0.18743055555555563,Total infected,40%
155,36.0,0.19212986111111105,Total infected,40%
156,37.0,0.19767083333333335,Total infected,40%
157,38.0,0.2056680555555555,Total infected,40%
158,39.0,0.21282291666666678,Total infected,40%
159,40.0,0.22166041666666658,Total infected,40%
160,41.0,0.23162222222222223,Total infected,40%
161,42.0,0.23842638888888898,Total infected,40%
162,43.0,0.24417777777777763,Total infected,40%
163,44.0,0.24873749999999994,Total infected,40%
164,45.0,0.25434861111111107,Total infected,40%
165,46.0,0.26087291666666673,Total infected,40%
166,47.0,0.26788819444444445,Total infected,40%
167,48.0,0.27497291666666673,Total infected,40%
168,49.0,0.2803034722222223,Total infected,40%
169,50.0,0.2843708333333333,Total infected,40%
170,51.0,0.28984236111111117,Total infected,40%
171,52.0,0.2955944444444445,Total infected,40%
172,53.0,0.3022590277777778,Total infected,40%
173,54.0,0.30927361111111107,Total infected,40%
174,55.0,0.31755069444444456,Total infected,40%
175,56.0,0.32288125,Total infected,40%
176,57.0,0.32744027777777784,Total infected,40%
177,58.0,0.3321409722222222,Total infected,40%
178,59.0,0.33831319444444446,Total infected,40%
179,60.0,0.3432944444444444,Total infected,40%
180,1.0,0.0,Total infected,70%
181,2.0,0.0004208333333332901,Total infected,70%
182,3.0,0.000561111111111185,Total infected,70%
183,4.0,0.0012625000000000676,Total infected,70%
184,5.0,0.002525000000000135,Total infected,70%
185,6.0,0.0035083333333331503,Total infected,70%
186,7.0,0.0043500000000001255,Total infected,70%
187,8.0,0.004770833333333218,Total infected,70%
188,9.0,0.0063138888888888784,Total infected,70%
189,10.0,0.008418055555555526,Total infected,70%
190,11.0,0.010943055555555463,Total infected,70%
191,12.0,0.013327777777777902,Total infected,70%
192,13.0,0.016834722222222313,Total infected,70%
193,14.0,0.018938888888888963,Total infected,70%
194,15.0,0.020483333333333163,Total infected,70%
195,16.0,0.023569444444444483,Total infected,70%
196,17.0,0.027216666666666594,Total infected,70%
197,18.0,0.02889999999999995,Total infected,70%
198,19.0,0.03142638888888902,Total infected,70%
199,20.0,0.03591527777777771,Total infected,70%
200,21.0,0.03886111111111094,Total infected,70%
201,22.0,0.041525000000000034,Total infected,70%
202,23.0,0.043770833333333314,Total infected,70%
203,24.0,0.04657638888888885,Total infected,70%
204,25.0,0.05106527777777773,Total infected,70%
205,26.0,0.054854166666666676,Total infected,70%
206,27.0,0.06004444444444444,Total infected,70%
207,28.0,0.06242916666666668,Total infected,70%
208,29.0,0.06509444444444451,Total infected,70%
209,30.0,0.06860277777777786,Total infected,70%
210,31.0,0.0714083333333332,Total infected,70%
211,32.0,0.0751958333333334,Total infected,70%
212,33.0,0.07996666666666681,Total infected,70%
213,34.0,0.08515694444444459,Total infected,70%
214,35.0,0.08936527777777768,Total infected,70%
215,36.0,0.092451388888889,Total infected,70%
216,37.0,0.0969402777777777,Total infected,70%
217,38.0,0.09946666666666656,Total infected,70%
218,39.0,0.10367500000000006,Total infected,70%
219,40.0,0.10620138888888893,Total infected,70%
220,41.0,0.10984861111111124,Total infected,70%
221,42.0,0.11279444444444436,Total infected,70%
222,43.0,0.11630138888888879,Total infected,70%
223,44.0,0.12050972222222228,Total infected,70%
224,45.0,0.12345555555555571,Total infected,70%
225,46.0,0.12654305555555556,Total infected,70%
226,47.0,0.12948888888888888,Total infected,70%
227,48.0,0.13411805555555567,Total infected,70%
228,49.0,0.1366430555555555,Total infected,70%
229,50.0,0.13945000000000007,Total infected,70%
230,51.0,0.14253611111111109,Total infected,70%
231,52.0,0.14520138888888884,Total infected,70%
232,53.0,0.1484291666666667,Total infected,70%
233,54.0,0.1527777777777778,Total infected,70%
234,55.0,0.1565652777777778,Total infected,70%
235,56.0,0.15909027777777773,Total infected,70%
236,57.0,0.16245694444444433,Total infected,70%
237,58.0,0.16470138888888888,Total infected,70%
238,59.0,0.16792916666666655,Total infected,70%
239,60.0,0.17241805555555553,Total infected,70%
