,day,cumulative_infected,type,type_pretty
89,30.0,201.15429999999998,Total infected,10%
90,31.0,202.16230000000002,Total infected,10%
91,32.0,203.18849999999998,Total infected,10%
92,33.0,204.17249999999999,Total infected,10%
93,34.0,205.13830000000002,Total infected,10%
94,35.0,205.8558,Total infected,10%
95,36.0,206.427,Total infected,10%
96,37.0,207.0462,Total infected,10%
97,38.0,207.6714,Total infected,10%
98,39.0,208.27859999999998,Total infected,10%
99,40.0,208.9099,Total infected,10%
100,41.0,209.4409,Total infected,10%
101,42.0,209.8557,Total infected,10%
102,43.0,210.1583,Total infected,10%
103,44.0,210.5231,Total infected,10%
104,45.0,210.8678,Total infected,10%
105,46.0,211.1744,Total infected,10%
106,47.0,211.4509,Total infected,10%
107,48.0,211.7235,Total infected,10%
108,49.0,211.96179999999998,Total infected,10%
109,50.0,212.1563,Total infected,10%
110,51.0,212.3367,Total infected,10%
111,52.0,212.5593,Total infected,10%
112,53.0,212.73950000000002,Total infected,10%
113,54.0,212.916,Total infected,10%
114,55.0,213.0503,Total infected,10%
115,56.0,213.1784,Total infected,10%
116,57.0,213.2966,Total infected,10%
117,58.0,213.3948,Total infected,10%
118,59.0,213.5111,Total infected,10%
119,60.0,213.60320000000002,Total infected,10%
120,1.0,0.0,Total infected,40%
121,2.0,0.9157999999999902,Total infected,40%
122,3.0,3.382699999999943,Total infected,40%
123,4.0,8.266599999999983,Total infected,40%
124,5.0,16.06209999999993,Total infected,40%
125,6.0,26.134500000000003,Total infected,40%
126,7.0,34.06619999999998,Total infected,40%
127,8.0,40.024,Total infected,40%
128,9.0,48.56130000000002,Total infected,40%
129,10.0,59.13219999999998,Total infected,40%
130,11.0,69.91379999999998,Total infected,40%
131,12.0,80.34279999999998,Total infected,40%
132,13.0,90.06200000000004,Total infected,40%
133,14.0,96.98409999999998,Total infected,40%
134,15.0,102.32079999999999,Total infected,40%
135,16.0,107.4188,Total infected,40%
136,17.0,112.23259999999999,Total infected,40%
137,18.0,116.469,Total infected,40%
138,19.0,120.29050000000001,Total infected,40%
139,20.0,123.45889999999997,Total infected,40%
140,21.0,125.7236,Total infected,40%
141,22.0,127.30859999999998,Total infected,40%
142,23.0,128.75140000000005,Total infected,40%
143,24.0,130.0942,Total infected,40%
144,25.0,131.2787,Total infected,40%
145,26.0,132.28459999999998,Total infected,40%
146,27.0,133.2224,Total infected,40%
147,28.0,133.9358,Total infected,40%
148,29.0,134.4129,Total infected,40%
149,30.0,134.9339,Total infected,40%
150,31.0,135.481,Total infected,40%
151,32.0,136.0381,Total infected,40%
152,33.0,136.5229,Total infected,40%
153,34.0,136.9678,Total infected,40%
154,35.0,137.3006,Total infected,40%
155,36.0,137.60909999999998,Total infected,40%
156,37.0,137.8897,Total infected,40%
157,38.0,138.2226,Total infected,40%
158,39.0,138.4951,Total infected,40%
159,40.0,138.8356,Total infected,40%
160,41.0,139.09419999999997,Total infected,40%
161,42.0,139.2905,Total infected,40%
162,43.0,139.4648,Total infected,40%
163,44.0,139.6531,Total infected,40%
164,45.0,139.83569999999997,Total infected,40%
165,46.0,140.0363,Total infected,40%
166,47.0,140.2224,Total infected,40%
167,48.0,140.38490000000002,Total infected,40%
168,49.0,140.52120000000002,Total infected,40%
169,50.0,140.62930000000003,Total infected,40%
170,51.0,140.7435,Total infected,40%
171,52.0,140.8478,Total infected,40%
172,53.0,140.99800000000002,Total infected,40%
173,54.0,141.1323,Total infected,40%
174,55.0,141.2545,Total infected,40%
175,56.0,141.35870000000003,Total infected,40%
176,57.0,141.423,Total infected,40%
177,58.0,141.5011,Total infected,40%
178,59.0,141.6052,Total infected,40%
179,60.0,141.6914,Total infected,40%
180,1.0,0.0,Total infected,70%
181,2.0,0.40280000000001337,Total infected,70%
182,3.0,1.2585000000000264,Total infected,70%
183,4.0,2.8275999999999613,Total infected,70%
184,5.0,5.052099999999996,Total infected,70%
185,6.0,8.046100000000024,Total infected,70%
186,7.0,10.53109999999998,Total infected,70%
187,8.0,12.523000000000025,Total infected,70%
188,9.0,15.502999999999986,Total infected,70%
189,10.0,19.17829999999998,Total infected,70%
190,11.0,22.96180000000004,Total infected,70%
191,12.0,26.97199999999998,Total infected,70%
192,13.0,30.969899999999996,Total infected,70%
193,14.0,33.99799999999999,Total infected,70%
194,15.0,36.286699999999996,Total infected,70%
195,16.0,38.88989999999998,Total infected,70%
196,17.0,41.61940000000001,Total infected,70%
197,18.0,44.36080000000001,Total infected,70%
198,19.0,46.92579999999998,Total infected,70%
199,20.0,49.35480000000001,Total infected,70%
200,21.0,51.288700000000006,Total infected,70%
201,22.0,52.715599999999995,Total infected,70%
202,23.0,54.26060000000001,Total infected,70%
203,24.0,55.74170000000001,Total infected,70%
204,25.0,57.16640000000001,Total infected,70%
205,26.0,58.55320000000003,Total infected,70%
206,27.0,59.817699999999974,Total infected,70%
207,28.0,60.75569999999999,Total infected,70%
208,29.0,61.472999999999985,Total infected,70%
209,30.0,62.172500000000014,Total infected,70%
210,31.0,62.879700000000014,Total infected,70%
211,32.0,63.631200000000035,Total infected,70%
212,33.0,64.30269999999999,Total infected,70%
213,34.0,64.9237,Total infected,70%
214,35.0,65.4349,Total infected,70%
215,36.0,65.82159999999999,Total infected,70%
216,37.0,66.20849999999999,Total infected,70%
217,38.0,66.5872,Total infected,70%
218,39.0,67.02610000000001,Total infected,70%
219,40.0,67.35669999999999,Total infected,70%
220,41.0,67.6352,Total infected,70%
221,42.0,67.86179999999999,Total infected,70%
222,43.0,68.06619999999998,Total infected,70%
223,44.0,68.2484,Total infected,70%
224,45.0,68.49100000000001,Total infected,70%
225,46.0,68.6654,Total infected,70%
226,47.0,68.83770000000001,Total infected,70%
227,48.0,68.99799999999999,Total infected,70%
228,49.0,69.15019999999998,Total infected,70%
229,50.0,69.28860000000003,Total infected,70%
230,51.0,69.41290000000001,Total infected,70%
231,52.0,69.53500000000003,Total infected,70%
232,53.0,69.6533,Total infected,70%
233,54.0,69.7635,Total infected,70%
234,55.0,69.8577,Total infected,70%
235,56.0,69.9599,Total infected,70%
236,57.0,70.0421,Total infected,70%
237,58.0,70.13829999999999,Total infected,70%
238,59.0,70.22049999999999,Total infected,70%
239,60.0,70.30260000000001,Total infected,70%
