,day,values,values_type,type,type_pretty
138,16.0,1.1358444366593883,seasonal,Total infected derivative spline,0%
139,17.0,1.1962991233257192,seasonal,Total infected derivative spline,0%
140,18.0,1.0411844884773178,seasonal,Total infected derivative spline,0%
141,19.0,0.767459367505376,seasonal,Total infected derivative spline,0%
142,20.0,0.7840869795041457,seasonal,Total infected derivative spline,0%
143,21.0,0.978201522835296,seasonal,Total infected derivative spline,0%
144,22.0,1.0969240816927561,seasonal,Total infected derivative spline,0%
145,23.0,1.1358444366593883,seasonal,Total infected derivative spline,0%
146,24.0,1.1962991233257192,seasonal,Total infected derivative spline,0%
147,25.0,1.0411844884773178,seasonal,Total infected derivative spline,0%
148,26.0,0.767459367505376,seasonal,Total infected derivative spline,0%
149,27.0,0.7840869795041457,seasonal,Total infected derivative spline,0%
150,28.0,0.978201522835296,seasonal,Total infected derivative spline,0%
151,29.0,1.0969240816927561,seasonal,Total infected derivative spline,0%
152,30.0,1.1358444366593883,seasonal,Total infected derivative spline,0%
153,31.0,1.1962991233257192,seasonal,Total infected derivative spline,0%
154,32.0,1.0411844884773178,seasonal,Total infected derivative spline,0%
155,33.0,0.767459367505376,seasonal,Total infected derivative spline,0%
156,34.0,0.7840869795041457,seasonal,Total infected derivative spline,0%
157,35.0,0.978201522835296,seasonal,Total infected derivative spline,0%
158,36.0,1.0969240816927561,seasonal,Total infected derivative spline,0%
159,37.0,1.1358444366593883,seasonal,Total infected derivative spline,0%
160,38.0,1.1962991233257192,seasonal,Total infected derivative spline,0%
161,39.0,1.0411844884773178,seasonal,Total infected derivative spline,0%
162,40.0,0.767459367505376,seasonal,Total infected derivative spline,0%
163,41.0,0.7840869795041457,seasonal,Total infected derivative spline,0%
164,42.0,0.978201522835296,seasonal,Total infected derivative spline,0%
165,43.0,1.0969240816927561,seasonal,Total infected derivative spline,0%
166,44.0,1.1358444366593883,seasonal,Total infected derivative spline,0%
167,45.0,1.1962991233257192,seasonal,Total infected derivative spline,0%
168,46.0,1.0411844884773178,seasonal,Total infected derivative spline,0%
169,47.0,0.767459367505376,seasonal,Total infected derivative spline,0%
170,48.0,0.7840869795041457,seasonal,Total infected derivative spline,0%
171,49.0,0.978201522835296,seasonal,Total infected derivative spline,0%
172,50.0,1.0969240816927561,seasonal,Total infected derivative spline,0%
173,51.0,1.1358444366593883,seasonal,Total infected derivative spline,0%
174,52.0,1.1962991233257192,seasonal,Total infected derivative spline,0%
175,53.0,1.0411844884773178,seasonal,Total infected derivative spline,0%
176,54.0,0.767459367505376,seasonal,Total infected derivative spline,0%
177,55.0,0.7840869795041457,seasonal,Total infected derivative spline,0%
178,56.0,0.978201522835296,seasonal,Total infected derivative spline,0%
179,57.0,1.0969240816927561,seasonal,Total infected derivative spline,0%
180,58.0,1.1358444366593883,seasonal,Total infected derivative spline,0%
181,59.0,,seasonal,Total infected derivative spline,0%
182,60.0,,seasonal,Total infected derivative spline,0%
183,0.0,,resid,Total infected derivative spline,0%
184,1.0,0.8685651804038844,resid,Total infected derivative spline,0%
185,2.0,1.030777919893007,resid,Total infected derivative spline,0%
186,3.0,0.936178946929819,resid,Total infected derivative spline,0%
187,4.0,0.7315909743925795,resid,Total infected derivative spline,0%
188,5.0,0.7593317376493828,resid,Total infected derivative spline,0%
189,6.0,0.8491927725685104,resid,Total infected derivative spline,0%
190,7.0,0.9323220782726601,resid,Total infected derivative spline,0%
191,8.0,1.0499234530877855,resid,Total infected derivative spline,0%
192,9.0,1.1066052381044473,resid,Total infected derivative spline,0%
193,10.0,1.0367804523165949,resid,Total infected derivative spline,0%
194,11.0,0.8661439095678539,resid,Total infected derivative spline,0%
195,12.0,0.8886392524772294,resid,Total infected derivative spline,0%
196,13.0,0.9499071379759435,resid,Total infected derivative spline,0%
197,14.0,0.966824619619961,resid,Total infected derivative spline,0%
198,15.0,1.047683559063988,resid,Total infected derivative spline,0%
199,16.0,1.0836939950774838,resid,Total infected derivative spline,0%
200,17.0,1.0537454186995865,resid,Total infected derivative spline,0%
201,18.0,0.956242541170637,resid,Total infected derivative spline,0%
202,19.0,0.9642506327915759,resid,Total infected derivative spline,0%
203,20.0,1.0070389712805925,resid,Total infected derivative spline,0%
204,21.0,1.0177514802232084,resid,Total infected derivative spline,0%
205,22.0,1.0456785914788758,resid,Total infected derivative spline,0%
206,23.0,1.028421337488328,resid,Total infected derivative spline,0%
207,24.0,1.0314050081039543,resid,Total infected derivative spline,0%
208,25.0,1.0112632601488065,resid,Total infected derivative spline,0%
209,26.0,1.0291289458375235,resid,Total infected derivative spline,0%
210,27.0,1.0537638417404775,resid,Total infected derivative spline,0%
211,28.0,1.0051122517102824,resid,Total infected derivative spline,0%
212,29.0,0.9899467892110475,resid,Total infected derivative spline,0%
213,30.0,0.9581095206986994,resid,Total infected derivative spline,0%
214,31.0,1.0058267172870363,resid,Total infected derivative spline,0%
215,32.0,1.0728168030337024,resid,Total infected derivative spline,0%
216,33.0,1.0166409832006567,resid,Total infected derivative spline,0%
217,34.0,0.9951261977594111,resid,Total infected derivative spline,0%
218,35.0,0.9691074595394743,resid,Total infected derivative spline,0%
219,36.0,0.9700751356775404,resid,Total infected derivative spline,0%
220,37.0,0.9140220106679061,resid,Total infected derivative spline,0%
221,38.0,0.956932146459981,resid,Total infected derivative spline,0%
222,39.0,1.0860699040333694,resid,Total infected derivative spline,0%
223,40.0,1.0397585241251526,resid,Total infected derivative spline,0%
224,41.0,0.9912718291632152,resid,Total infected derivative spline,0%
225,42.0,0.9492126085613664,resid,Total infected derivative spline,0%
226,43.0,0.9110376762258646,resid,Total infected derivative spline,0%
227,44.0,0.8982811852184341,resid,Total infected derivative spline,0%
228,45.0,0.9537749351407806,resid,Total infected derivative spline,0%
229,46.0,1.0473235978999702,resid,Total infected derivative spline,0%
230,47.0,1.047222045998155,resid,Total infected derivative spline,0%
231,48.0,1.0005640149421264,resid,Total infected derivative spline,0%
232,49.0,1.0065342675033246,resid,Total infected derivative spline,0%
233,50.0,0.9420779181999016,resid,Total infected derivative spline,0%
234,51.0,0.8050770962005824,resid,Total infected derivative spline,0%
235,52.0,0.8503446784111365,resid,Total infected derivative spline,0%
236,53.0,1.0535373131019694,resid,Total infected derivative spline,0%
237,54.0,1.080016181269213,resid,Total infected derivative spline,0%
238,55.0,,resid,Total infected derivative spline,0%
239,56.0,,resid,Total infected derivative spline,0%
240,57.0,,resid,Total infected derivative spline,0%
241,58.0,,resid,Total infected derivative spline,0%
242,59.0,,resid,Total infected derivative spline,0%
243,60.0,,resid,Total infected derivative spline,0%
244,0.0,0.058100000000024465,slope,Total infected derivative spline,10%
245,1.0,0.1072499999999934,slope,Total infected derivative spline,10%
246,2.0,0.20539999999999736,slope,Total infected derivative spline,10%
247,3.0,0.3436500000000251,slope,Total infected derivative spline,10%
248,4.0,0.5651499999999885,slope,Total infected derivative spline,10%
249,5.0,0.6202499999999702,slope,Total infected derivative spline,10%
250,6.0,0.4960000000000093,slope,Total infected derivative spline,10%
251,7.0,0.7855500000000006,slope,Total infected derivative spline,10%
252,8.0,1.3767500000000155,slope,Total infected derivative spline,10%
253,9.0,1.9639500000000112,slope,Total infected derivative spline,10%
254,10.0,2.6843999999999824,slope,Total infected derivative spline,10%
255,11.0,3.4028000000000134,slope,Total infected derivative spline,10%
256,12.0,3.2524500000000103,slope,Total infected derivative spline,10%
257,13.0,2.4378499999999974,slope,Total infected derivative spline,10%
258,14.0,3.067149999999998,slope,Total infected derivative spline,10%
259,15.0,4.6392999999999915,slope,Total infected derivative spline,10%
260,16.0,5.748499999999979,slope,Total infected derivative spline,10%
261,17.0,6.808599999999998,slope,Total infected derivative spline,10%
262,18.0,8.157300000000006,slope,Total infected derivative spline,10%
263,19.0,7.783549999999991,slope,Total infected derivative spline,10%
264,20.0,5.486000000000004,slope,Total infected derivative spline,10%
265,21.0,5.867750000000001,slope,Total infected derivative spline,10%
266,22.0,8.124200000000002,slope,Total infected derivative spline,10%
267,23.0,9.473950000000002,slope,Total infected derivative spline,10%
268,24.0,10.605249999999984,slope,Total infected derivative spline,10%
269,25.0,11.204450000000008,slope,Total infected derivative spline,10%
270,26.0,9.797600000000017,slope,Total infected derivative spline,10%
271,27.0,7.113200000000006,slope,Total infected derivative spline,10%
272,28.0,7.082149999999999,slope,Total infected derivative spline,10%
273,29.0,8.833649999999992,slope,Total infected derivative spline,10%
274,30.0,9.601199999999992,slope,Total infected derivative spline,10%
275,31.0,9.63825,slope,Total infected derivative spline,10%
276,32.0,9.36975000000001,slope,Total infected derivative spline,10%
277,33.0,7.961950000000002,slope,Total infected derivative spline,10%
278,34.0,5.72345,slope,Total infected derivative spline,10%
279,35.0,5.223500000000001,slope,Total infected derivative spline,10%
280,36.0,5.684349999999995,slope,Total infected derivative spline,10%
281,37.0,5.68934999999999,slope,Total infected derivative spline,10%
282,38.0,5.5501000000000005,slope,Total infected derivative spline,10%
283,39.0,5.088150000000013,slope,Total infected derivative spline,10%
284,40.0,4.118200000000002,slope,Total infected derivative spline,10%
285,41.0,3.0320999999999856,slope,Total infected derivative spline,10%
286,42.0,2.6824000000000012,slope,Total infected derivative spline,10%
287,43.0,2.7795500000000004,slope,Total infected derivative spline,10%
288,44.0,2.6432999999999964,slope,Total infected derivative spline,10%
289,45.0,2.3837500000000063,slope,Total infected derivative spline,10%
290,46.0,2.0791499999999985,slope,Total infected derivative spline,10%
291,47.0,1.6343000000000103,slope,Total infected derivative spline,10%
292,48.0,1.1994000000000113,slope,Total infected derivative spline,10%
293,49.0,1.0109999999999957,slope,Total infected derivative spline,10%
294,50.0,0.9268499999999875,slope,Total infected derivative spline,10%
295,51.0,0.8486999999999938,slope,Total infected derivative spline,10%
296,52.0,0.765500000000003,slope,Total infected derivative spline,10%
297,53.0,0.6503000000000014,slope,Total infected derivative spline,10%
298,54.0,0.5160499999999928,slope,Total infected derivative spline,10%
299,55.0,0.36275000000000546,slope,Total infected derivative spline,10%
300,56.0,0.2946500000000043,slope,Total infected derivative spline,10%
301,57.0,0.26550000000000296,slope,Total infected derivative spline,10%
302,58.0,0.26650000000000773,slope,Total infected derivative spline,10%
303,59.0,0.28659999999999286,slope,Total infected derivative spline,10%
304,60.0,,slope,Total infected derivative spline,10%
305,0.0,,trend,Total infected derivative spline,10%
306,1.0,,trend,Total infected derivative spline,10%
307,2.0,,trend,Total infected derivative spline,10%
308,3.0,0.34225714285714404,trend,Total infected derivative spline,10%
309,4.0,0.44617857142856915,trend,Total infected derivative spline,10%
310,5.0,0.6275357142857152,trend,Total infected derivative spline,10%
311,6.0,0.8787571428571457,trend,Total infected derivative spline,10%
312,7.0,1.2131499999999968,trend,Total infected derivative spline,10%
313,8.0,1.6185285714285715,trend,Total infected derivative spline,10%
314,9.0,1.9945571428571491,trend,Total infected derivative spline,10%
315,10.0,2.27196428571429,trend,Total infected derivative spline,10%
316,11.0,2.597907142857147,trend,Total infected derivative spline,10%
317,12.0,3.0639857142857148,trend,Total infected derivative spline,10%
318,13.0,3.6046357142857097,trend,Total infected derivative spline,10%
319,14.0,4.193807142857141,trend,Total infected derivative spline,10%
320,15.0,4.873021428571425,trend,Total infected derivative spline,10%
321,16.0,5.520321428571423,trend,Total infected derivative spline,10%
322,17.0,5.955771428571424,trend,Total infected derivative spline,10%
323,18.0,6.355857142857138,trend,Total infected derivative spline,10%
324,19.0,6.853699999999998,trend,Total infected derivative spline,10%
325,20.0,7.3859071428571434,trend,Total infected derivative spline,10%
326,21.0,7.928285714285712,trend,Total infected derivative spline,10%
327,22.0,8.363592857142855,trend,Total infected derivative spline,10%
328,23.0,8.651314285714289,trend,Total infected derivative spline,10%
329,24.0,8.88377142857143,trend,Total infected derivative spline,10%
330,25.0,9.057257142857146,trend,Total infected derivative spline,10%
331,26.0,9.158607142857143,trend,Total infected derivative spline,10%
332,27.0,9.176785714285712,trend,Total infected derivative spline,10%
333,28.0,9.03864285714286,trend,Total infected derivative spline,10%
334,29.0,8.776542857142859,trend,Total infected derivative spline,10%
335,30.0,8.514307142857142,trend,Total infected derivative spline,10%
336,31.0,8.315771428571427,trend,Total infected derivative spline,10%
337,32.0,8.05025,trend,Total infected derivative spline,10%
338,33.0,7.600350000000001,trend,Total infected derivative spline,10%
339,34.0,7.041514285714285,trend,Total infected derivative spline,10%
340,35.0,6.4574928571428565,trend,Total infected derivative spline,10%
341,36.0,5.845835714285714,trend,Total infected derivative spline,10%
342,37.0,5.296728571428571,trend,Total infected derivative spline,10%
343,38.0,4.912249999999998,trend,Total infected derivative spline,10%
344,39.0,4.549235714285713,trend,Total infected derivative spline,10%
345,40.0,4.134264285714284,trend,Total infected derivative spline,10%
346,41.0,3.6991142857142854,trend,Total infected derivative spline,10%
347,42.0,3.2467785714285715,trend,Total infected derivative spline,10%
348,43.0,2.816921428571427,trend,Total infected derivative spline,10%
349,44.0,2.4620785714285716,trend,Total infected derivative spline,10%
350,45.0,2.200264285714289,trend,Total infected derivative spline,10%
351,46.0,1.9614928571428596,trend,Total infected derivative spline,10%
352,47.0,1.6968214285714294,trend,Total infected derivative spline,10%
353,48.0,1.4404500000000002,trend,Total infected derivative spline,10%
354,49.0,1.2092714285714286,trend,Total infected derivative spline,10%
355,50.0,1.0051500000000004,trend,Total infected derivative spline,10%
356,51.0,0.8453999999999978,trend,Total infected derivative spline,10%
357,52.0,0.7258785714285685,trend,Total infected derivative spline,10%
358,53.0,0.6235428571428554,trend,Total infected derivative spline,10%
359,54.0,0.5290642857142862,trend,Total infected derivative spline,10%
360,55.0,0.44589285714285964,trend,Total infected derivative spline,10%
361,56.0,0.3774785714285725,trend,Total infected derivative spline,10%
362,57.0,,trend,Total infected derivative spline,10%
363,58.0,,trend,Total infected derivative spline,10%
364,59.0,,trend,Total infected derivative spline,10%
365,60.0,0.7842367935592441,trend,Total infected derivative spline,10%
366,0.0,0.9701850221300238,seasonal,Total infected derivative spline,10%
367,1.0,1.0777534361843226,seasonal,Total infected derivative spline,10%
368,2.0,1.1404329665514739,seasonal,Total infected derivative spline,10%
369,3.0,1.2083282816136196,seasonal,Total infected derivative spline,10%
370,4.0,1.0497219717032371,seasonal,Total infected derivative spline,10%
371,5.0,0.76934152825808,seasonal,Total infected derivative spline,10%
372,6.0,0.7842367935592441,seasonal,Total infected derivative spline,10%
373,7.0,0.9701850221300238,seasonal,Total infected derivative spline,10%
374,8.0,1.0777534361843226,seasonal,Total infected derivative spline,10%
375,9.0,1.1404329665514739,seasonal,Total infected derivative spline,10%
376,10.0,1.2083282816136196,seasonal,Total infected derivative spline,10%
377,11.0,1.0497219717032371,seasonal,Total infected derivative spline,10%
378,12.0,0.76934152825808,seasonal,Total infected derivative spline,10%
379,13.0,0.7842367935592441,seasonal,Total infected derivative spline,10%
380,14.0,0.9701850221300238,seasonal,Total infected derivative spline,10%
381,15.0,1.0777534361843226,seasonal,Total infected derivative spline,10%
382,16.0,1.1404329665514739,seasonal,Total infected derivative spline,10%
383,17.0,1.2083282816136196,seasonal,Total infected derivative spline,10%
384,18.0,1.0497219717032371,seasonal,Total infected derivative spline,10%
385,19.0,0.76934152825808,seasonal,Total infected derivative spline,10%
386,20.0,0.7842367935592441,seasonal,Total infected derivative spline,10%
387,21.0,0.9701850221300238,seasonal,Total infected derivative spline,10%
388,22.0,1.0777534361843226,seasonal,Total infected derivative spline,10%
389,23.0,1.1404329665514739,seasonal,Total infected derivative spline,10%
390,24.0,1.2083282816136196,seasonal,Total infected derivative spline,10%
391,25.0,1.0497219717032371,seasonal,Total infected derivative spline,10%
392,26.0,0.76934152825808,seasonal,Total infected derivative spline,10%
393,27.0,0.7842367935592441,seasonal,Total infected derivative spline,10%
394,28.0,0.9701850221300238,seasonal,Total infected derivative spline,10%
395,29.0,1.0777534361843226,seasonal,Total infected derivative spline,10%
396,30.0,1.1404329665514739,seasonal,Total infected derivative spline,10%
397,31.0,1.2083282816136196,seasonal,Total infected derivative spline,10%
398,32.0,1.0497219717032371,seasonal,Total infected derivative spline,10%
399,33.0,0.76934152825808,seasonal,Total infected derivative spline,10%
400,34.0,0.7842367935592441,seasonal,Total infected derivative spline,10%
401,35.0,0.9701850221300238,seasonal,Total infected derivative spline,10%
402,36.0,1.0777534361843226,seasonal,Total infected derivative spline,10%
403,37.0,1.1404329665514739,seasonal,Total infected derivative spline,10%
404,38.0,1.2083282816136196,seasonal,Total infected derivative spline,10%
405,39.0,1.0497219717032371,seasonal,Total infected derivative spline,10%
406,40.0,0.76934152825808,seasonal,Total infected derivative spline,10%
407,41.0,0.7842367935592441,seasonal,Total infected derivative spline,10%
408,42.0,0.9701850221300238,seasonal,Total infected derivative spline,10%
409,43.0,1.0777534361843226,seasonal,Total infected derivative spline,10%
410,44.0,1.1404329665514739,seasonal,Total infected derivative spline,10%
411,45.0,1.2083282816136196,seasonal,Total infected derivative spline,10%
412,46.0,1.0497219717032371,seasonal,Total infected derivative spline,10%
413,47.0,0.76934152825808,seasonal,Total infected derivative spline,10%
414,48.0,0.7842367935592441,seasonal,Total infected derivative spline,10%
415,49.0,0.9701850221300238,seasonal,Total infected derivative spline,10%
416,50.0,1.0777534361843226,seasonal,Total infected derivative spline,10%
417,51.0,1.1404329665514739,seasonal,Total infected derivative spline,10%
418,52.0,1.2083282816136196,seasonal,Total infected derivative spline,10%
419,53.0,1.0497219717032371,seasonal,Total infected derivative spline,10%
420,54.0,0.76934152825808,seasonal,Total infected derivative spline,10%
421,55.0,0.7842367935592441,seasonal,Total infected derivative spline,10%
422,56.0,0.9701850221300238,seasonal,Total infected derivative spline,10%
423,57.0,1.0777534361843226,seasonal,Total infected derivative spline,10%
424,58.0,1.1404329665514739,seasonal,Total infected derivative spline,10%
425,59.0,,seasonal,Total infected derivative spline,10%
426,60.0,,seasonal,Total infected derivative spline,10%
427,0.0,,resid,Total infected derivative spline,10%
428,1.0,0.8804284436589616,resid,Total infected derivative spline,10%
429,2.0,1.0482625795106413,resid,Total infected derivative spline,10%
430,3.0,0.9415730901840403,resid,Total infected derivative spline,10%
431,4.0,0.7336579576730115,resid,Total infected derivative spline,10%
432,5.0,0.8256806680632398,resid,Total infected derivative spline,10%
433,6.0,0.8767588316124987,resid,Total infected derivative spline,10%
434,7.0,0.913617748073043,resid,Total infected derivative spline,10%
435,8.0,1.0360386730707383,resid,Total infected derivative spline,10%
436,9.0,1.0839964492290122,resid,Total infected derivative spline,10%
437,10.0,1.0112292083322123,resid,Total infected derivative spline,10%
438,11.0,0.8790759991792648,resid,Total infected derivative spline,10%
439,12.0,0.9325655042687676,resid,Total infected derivative spline,10%
440,13.0,0.9812949644798963,resid,Total infected derivative spline,10%
441,14.0,0.9662082772115766,resid,Total infected derivative spline,10%
442,15.0,1.0024207212821057,resid,Total infected derivative spline,10%
443,16.0,1.0621537012999855,resid,Total infected derivative spline,10%
444,17.0,1.0818781295273476,resid,Total infected derivative spline,10%
445,18.0,0.9654566629817884,resid,Total infected derivative spline,10%
446,19.0,0.9437242080990743,resid,Total infected derivative spline,10%
447,20.0,1.0012283945253377,resid,Total infected derivative spline,10%
448,21.0,1.0160839299920668,resid,Total infected derivative spline,10%
449,22.0,1.0467760359478449,resid,Total infected derivative spline,10%
450,23.0,1.023785335476392,resid,Total infected derivative spline,10%
451,24.0,1.0190980883087046,resid,Total infected derivative spline,10%
452,25.0,1.0075236592821293,resid,Total infected derivative spline,10%
453,26.0,0.9991131623176736,resid,Total infected derivative spline,10%
454,27.0,1.0374379829599378,resid,Total infected derivative spline,10%
