,day,slope,type,type_pretty,vaccine_efficacy,prevalence
56,56.0,0.11320000000000618,Total infected derivative,0%,Vaccine Efficacy 100%,Low
57,57.0,0.12420000000000186,Total infected derivative,0%,Vaccine Efficacy 100%,Low
58,58.0,0.1182500000000033,Total infected derivative,0%,Vaccine Efficacy 100%,Low
59,59.0,0.09820000000001983,Total infected derivative,0%,Vaccine Efficacy 100%,Low
60,60.0,,Total infected derivative,0%,Vaccine Efficacy 100%,Low
61,0.0,0.07619999999997162,Total infected derivative,10%,Vaccine Efficacy 100%,Low
62,1.0,0.18234999999998536,Total infected derivative,10%,Vaccine Efficacy 100%,Low
63,2.0,0.4588500000000124,Total infected derivative,10%,Vaccine Efficacy 100%,Low
64,3.0,0.8286500000000103,Total infected derivative,10%,Vaccine Efficacy 100%,Low
65,4.0,1.4028500000000008,Total infected derivative,10%,Vaccine Efficacy 100%,Low
66,5.0,1.5301000000000045,Total infected derivative,10%,Vaccine Efficacy 100%,Low
67,6.0,1.0961999999999819,Total infected derivative,10%,Vaccine Efficacy 100%,Low
68,7.0,1.6803500000000042,Total infected derivative,10%,Vaccine Efficacy 100%,Low
69,8.0,3.207400000000007,Total infected derivative,10%,Vaccine Efficacy 100%,Low
70,9.0,4.451899999999995,Total infected derivative,10%,Vaccine Efficacy 100%,Low
71,10.0,5.497000000000014,Total infected derivative,10%,Vaccine Efficacy 100%,Low
72,11.0,6.724450000000019,Total infected derivative,10%,Vaccine Efficacy 100%,Low
73,12.0,6.355699999999999,Total infected derivative,10%,Vaccine Efficacy 100%,Low
74,13.0,4.644299999999973,Total infected derivative,10%,Vaccine Efficacy 100%,Low
75,14.0,5.5822,Total infected derivative,10%,Vaccine Efficacy 100%,Low
76,15.0,8.29255000000002,Total infected derivative,10%,Vaccine Efficacy 100%,Low
77,16.0,9.76854999999999,Total infected derivative,10%,Vaccine Efficacy 100%,Low
78,17.0,10.594199999999987,Total infected derivative,10%,Vaccine Efficacy 100%,Low
79,18.0,11.344650000000001,Total infected derivative,10%,Vaccine Efficacy 100%,Low
80,19.0,10.148300000000006,Total infected derivative,10%,Vaccine Efficacy 100%,Low
81,20.0,7.352700000000013,Total infected derivative,10%,Vaccine Efficacy 100%,Low
82,21.0,7.641299999999987,Total infected derivative,10%,Vaccine Efficacy 100%,Low
83,22.0,9.536049999999989,Total infected derivative,10%,Vaccine Efficacy 100%,Low
84,23.0,9.921850000000006,Total infected derivative,10%,Vaccine Efficacy 100%,Low
85,24.0,9.796599999999998,Total infected derivative,10%,Vaccine Efficacy 100%,Low
86,25.0,9.23245,Total infected derivative,10%,Vaccine Efficacy 100%,Low
87,26.0,7.774600000000007,Total infected derivative,10%,Vaccine Efficacy 100%,Low
88,27.0,5.589200000000005,Total infected derivative,10%,Vaccine Efficacy 100%,Low
89,28.0,5.095150000000004,Total infected derivative,10%,Vaccine Efficacy 100%,Low
90,29.0,5.873750000000001,Total infected derivative,10%,Vaccine Efficacy 100%,Low
91,30.0,5.808599999999998,Total infected derivative,10%,Vaccine Efficacy 100%,Low
92,31.0,5.263499999999993,Total infected derivative,10%,Vaccine Efficacy 100%,Low
93,32.0,4.782600000000002,Total infected derivative,10%,Vaccine Efficacy 100%,Low
94,33.0,3.9909999999999997,Total infected derivative,10%,Vaccine Efficacy 100%,Low
95,34.0,2.8507000000000033,Total infected derivative,10%,Vaccine Efficacy 100%,Low
96,35.0,2.4369000000000085,Total infected derivative,10%,Vaccine Efficacy 100%,Low
97,36.0,2.5170499999999834,Total infected derivative,10%,Vaccine Efficacy 100%,Low
98,37.0,2.3105999999999938,Total infected derivative,10%,Vaccine Efficacy 100%,Low
99,38.0,2.0320500000000123,Total infected derivative,10%,Vaccine Efficacy 100%,Low
100,39.0,1.8085999999999984,Total infected derivative,10%,Vaccine Efficacy 100%,Low
101,40.0,1.4348499999999973,Total infected derivative,10%,Vaccine Efficacy 100%,Low
102,41.0,1.0060500000000019,Total infected derivative,10%,Vaccine Efficacy 100%,Low
103,42.0,0.8987999999999943,Total infected derivative,10%,Vaccine Efficacy 100%,Low
104,43.0,0.9278499999999923,Total infected derivative,10%,Vaccine Efficacy 100%,Low
105,44.0,0.8587500000000148,Total infected derivative,10%,Vaccine Efficacy 100%,Low
106,45.0,0.7344000000000079,Total infected derivative,10%,Vaccine Efficacy 100%,Low
107,46.0,0.5751499999999936,Total infected derivative,10%,Vaccine Efficacy 100%,Low
108,47.0,0.46300000000000807,Total infected derivative,10%,Vaccine Efficacy 100%,Low
109,48.0,0.34765000000000157,Total infected derivative,10%,Vaccine Efficacy 100%,Low
110,49.0,0.29854999999999166,Total infected derivative,10%,Vaccine Efficacy 100%,Low
111,50.0,0.32869999999999777,Total infected derivative,10%,Vaccine Efficacy 100%,Low
112,51.0,0.2916000000000025,Total infected derivative,10%,Vaccine Efficacy 100%,Low
113,52.0,0.23845000000000027,Total infected derivative,10%,Vaccine Efficacy 100%,Low
114,53.0,0.19440000000000168,Total infected derivative,10%,Vaccine Efficacy 100%,Low
115,54.0,0.14529999999999177,Total infected derivative,10%,Vaccine Efficacy 100%,Low
116,55.0,0.11320000000000618,Total infected derivative,10%,Vaccine Efficacy 100%,Low
117,56.0,0.10320000000001528,Total infected derivative,10%,Vaccine Efficacy 100%,Low
118,57.0,0.10719999999999175,Total infected derivative,10%,Vaccine Efficacy 100%,Low
119,58.0,0.09319999999999595,Total infected derivative,10%,Vaccine Efficacy 100%,Low
120,59.0,0.0782000000000096,Total infected derivative,10%,Vaccine Efficacy 100%,Low
121,60.0,,Total infected derivative,10%,Vaccine Efficacy 100%,Low
122,0.0,0.04809999999997672,Total infected derivative,40%,Vaccine Efficacy 100%,Low
123,1.0,0.09014999999999418,Total infected derivative,40%,Vaccine Efficacy 100%,Low
124,2.0,0.18940000000003465,Total infected derivative,40%,Vaccine Efficacy 100%,Low
125,3.0,0.32269999999999754,Total infected derivative,40%,Vaccine Efficacy 100%,Low
126,4.0,0.5059999999999718,Total infected derivative,40%,Vaccine Efficacy 100%,Low
127,5.0,0.5781000000000063,Total infected derivative,40%,Vaccine Efficacy 100%,Low
128,6.0,0.4799500000000023,Total infected derivative,40%,Vaccine Efficacy 100%,Low
129,7.0,0.7014500000000226,Total infected derivative,40%,Vaccine Efficacy 100%,Low
130,8.0,1.2204499999999996,Total infected derivative,40%,Vaccine Efficacy 100%,Low
131,9.0,1.611249999999984,Total infected derivative,40%,Vaccine Efficacy 100%,Low
132,10.0,1.8707499999999868,Total infected derivative,40%,Vaccine Efficacy 100%,Low
133,11.0,2.1863500000000045,Total infected derivative,40%,Vaccine Efficacy 100%,Low
134,12.0,2.0430500000000222,Total infected derivative,40%,Vaccine Efficacy 100%,Low
135,13.0,1.4659499999999923,Total infected derivative,40%,Vaccine Efficacy 100%,Low
136,14.0,1.8948000000000036,Total infected derivative,40%,Vaccine Efficacy 100%,Low
137,15.0,2.8667000000000087,Total infected derivative,40%,Vaccine Efficacy 100%,Low
138,16.0,3.306600000000003,Total infected derivative,40%,Vaccine Efficacy 100%,Low
139,17.0,3.6492999999999824,Total infected derivative,40%,Vaccine Efficacy 100%,Low
140,18.0,4.034049999999979,Total infected derivative,40%,Vaccine Efficacy 100%,Low
141,19.0,3.6442500000000138,Total infected derivative,40%,Vaccine Efficacy 100%,Low
142,20.0,2.558150000000012,Total infected derivative,40%,Vaccine Efficacy 100%,Low
143,21.0,2.8336999999999932,Total infected derivative,40%,Vaccine Efficacy 100%,Low
144,22.0,3.9909999999999997,Total infected derivative,40%,Vaccine Efficacy 100%,Low
145,23.0,4.491,Total infected derivative,40%,Vaccine Efficacy 100%,Low
146,24.0,4.6462999999999965,Total infected derivative,40%,Vaccine Efficacy 100%,Low
147,25.0,4.609200000000001,Total infected derivative,40%,Vaccine Efficacy 100%,Low
148,26.0,4.049099999999996,Total infected derivative,40%,Vaccine Efficacy 100%,Low
149,27.0,3.0601500000000073,Total infected derivative,40%,Vaccine Efficacy 100%,Low
150,28.0,3.2304500000000047,Total infected derivative,40%,Vaccine Efficacy 100%,Low
151,29.0,4.146249999999995,Total infected derivative,40%,Vaccine Efficacy 100%,Low
152,30.0,4.426850000000002,Total infected derivative,40%,Vaccine Efficacy 100%,Low
153,31.0,4.388750000000002,Total infected derivative,40%,Vaccine Efficacy 100%,Low
154,32.0,4.249499999999998,Total infected derivative,40%,Vaccine Efficacy 100%,Low
155,33.0,3.669399999999996,Total infected derivative,40%,Vaccine Efficacy 100%,Low
156,34.0,2.7674999999999983,Total infected derivative,40%,Vaccine Efficacy 100%,Low
157,35.0,2.6853499999999997,Total infected derivative,40%,Vaccine Efficacy 100%,Low
158,36.0,3.0401000000000096,Total infected derivative,40%,Vaccine Efficacy 100%,Low
159,37.0,3.1021999999999963,Total infected derivative,40%,Vaccine Efficacy 100%,Low
160,38.0,3.070149999999984,Total infected derivative,40%,Vaccine Efficacy 100%,Low
161,39.0,2.9799500000000023,Total infected derivative,40%,Vaccine Efficacy 100%,Low
162,40.0,2.493000000000009,Total infected derivative,40%,Vaccine Efficacy 100%,Low
163,41.0,1.7765500000000003,Total infected derivative,40%,Vaccine Efficacy 100%,Low
164,42.0,1.8567000000000036,Total infected derivative,40%,Vaccine Efficacy 100%,Low
165,43.0,2.2295000000000016,Total infected derivative,40%,Vaccine Efficacy 100%,Low
166,44.0,2.2564999999999884,Total infected derivative,40%,Vaccine Efficacy 100%,Low
167,45.0,2.1732999999999976,Total infected derivative,40%,Vaccine Efficacy 100%,Low
168,46.0,1.9929500000000075,Total infected derivative,40%,Vaccine Efficacy 100%,Low
169,47.0,1.5781999999999954,Total infected derivative,40%,Vaccine Efficacy 100%,Low
170,48.0,1.116250000000008,Total infected derivative,40%,Vaccine Efficacy 100%,Low
171,49.0,1.088150000000013,Total infected derivative,40%,Vaccine Efficacy 100%,Low
172,50.0,1.3036499999999904,Total infected derivative,40%,Vaccine Efficacy 100%,Low
173,51.0,1.3286499999999961,Total infected derivative,40%,Vaccine Efficacy 100%,Low
174,52.0,1.268500000000003,Total infected derivative,40%,Vaccine Efficacy 100%,Low
175,53.0,1.2755999999999972,Total infected derivative,40%,Vaccine Efficacy 100%,Low
176,54.0,1.0430999999999955,Total infected derivative,40%,Vaccine Efficacy 100%,Low
177,55.0,0.6963499999999954,Total infected derivative,40%,Vaccine Efficacy 100%,Low
178,56.0,0.6583499999999987,Total infected derivative,40%,Vaccine Efficacy 100%,Low
179,57.0,0.741500000000002,Total infected derivative,40%,Vaccine Efficacy 100%,Low
180,58.0,0.7214000000000027,Total infected derivative,40%,Vaccine Efficacy 100%,Low
181,59.0,0.6773000000000025,Total infected derivative,40%,Vaccine Efficacy 100%,Low
182,60.0,,Total infected derivative,40%,Vaccine Efficacy 100%,Low
183,0.0,0.02199999999999136,Total infected derivative,70%,Vaccine Efficacy 100%,Low
184,1.0,0.041100000000000136,Total infected derivative,70%,Vaccine Efficacy 100%,Low
185,2.0,0.0791499999999985,Total infected derivative,70%,Vaccine Efficacy 100%,Low
186,3.0,0.11424999999999841,Total infected derivative,70%,Vaccine Efficacy 100%,Low
187,4.0,0.16335000000000832,Total infected derivative,70%,Vaccine Efficacy 100%,Low
188,5.0,0.1843499999999949,Total infected derivative,70%,Vaccine Efficacy 100%,Low
189,6.0,0.13829999999998677,Total infected derivative,70%,Vaccine Efficacy 100%,Low
190,7.0,0.18335000000001855,Total infected derivative,70%,Vaccine Efficacy 100%,Low
191,8.0,0.2945500000000152,Total infected derivative,70%,Vaccine Efficacy 100%,Low
192,9.0,0.3647499999999866,Total infected derivative,70%,Vaccine Efficacy 100%,Low
193,10.0,0.3918499999999767,Total infected derivative,70%,Vaccine Efficacy 100%,Low
194,11.0,0.4479000000000042,Total infected derivative,70%,Vaccine Efficacy 100%,Low
195,12.0,0.4177999999999997,Total infected derivative,70%,Vaccine Efficacy 100%,Low
196,13.0,0.2975500000000011,Total infected derivative,70%,Vaccine Efficacy 100%,Low
197,14.0,0.36170000000001323,Total infected derivative,70%,Vaccine Efficacy 100%,Low
198,15.0,0.5010000000000048,Total infected derivative,70%,Vaccine Efficacy 100%,Low
199,16.0,0.5481000000000051,Total infected derivative,70%,Vaccine Efficacy 100%,Low
200,17.0,0.5541499999999928,Total infected derivative,70%,Vaccine Efficacy 100%,Low
201,18.0,0.5561000000000149,Total infected derivative,70%,Vaccine Efficacy 100%,Low
202,19.0,0.5200499999999977,Total infected derivative,70%,Vaccine Efficacy 100%,Low
203,20.0,0.4298999999999751,Total infected derivative,70%,Vaccine Efficacy 100%,Low
204,21.0,0.4348500000000115,Total infected derivative,70%,Vaccine Efficacy 100%,Low
205,22.0,0.5701500000000124,Total infected derivative,70%,Vaccine Efficacy 100%,Low
206,23.0,0.6031999999999869,Total infected derivative,70%,Vaccine Efficacy 100%,Low
207,24.0,0.5871500000000083,Total infected derivative,70%,Vaccine Efficacy 100%,Low
208,25.0,0.6363000000000056,Total infected derivative,70%,Vaccine Efficacy 100%,Low
209,26.0,0.5831499999999892,Total infected derivative,70%,Vaccine Efficacy 100%,Low
210,27.0,0.43385000000000673,Total infected derivative,70%,Vaccine Efficacy 100%,Low
211,28.0,0.4819999999999993,Total infected derivative,70%,Vaccine Efficacy 100%,Low
212,29.0,0.635249999999985,Total infected derivative,70%,Vaccine Efficacy 100%,Low
213,30.0,0.6733000000000118,Total infected derivative,70%,Vaccine Efficacy 100%,Low
214,31.0,0.7274500000000046,Total infected derivative,70%,Vaccine Efficacy 100%,Low
215,32.0,0.7805999999999926,Total infected derivative,70%,Vaccine Efficacy 100%,Low
216,33.0,0.6673000000000116,Total infected derivative,70%,Vaccine Efficacy 100%,Low
217,34.0,0.47595000000001164,Total infected derivative,70%,Vaccine Efficacy 100%,Low
218,35.0,0.5270999999999901,Total infected derivative,70%,Vaccine Efficacy 100%,Low
219,36.0,0.6593499999999892,Total infected derivative,70%,Vaccine Efficacy 100%,Low
220,37.0,0.6522999999999968,Total infected derivative,70%,Vaccine Efficacy 100%,Low
221,38.0,0.6382499999999993,Total infected derivative,70%,Vaccine Efficacy 100%,Low
222,39.0,0.6583500000000129,Total infected derivative,70%,Vaccine Efficacy 100%,Low
223,40.0,0.5981999999999914,Total infected derivative,70%,Vaccine Efficacy 100%,Low
224,41.0,0.44684999999998354,Total infected derivative,70%,Vaccine Efficacy 100%,Low
225,42.0,0.46895000000000664,Total infected derivative,70%,Vaccine Efficacy 100%,Low
226,43.0,0.5942000000000007,Total infected derivative,70%,Vaccine Efficacy 100%,Low
227,44.0,0.6593000000000018,Total infected derivative,70%,Vaccine Efficacy 100%,Low
228,45.0,0.709399999999988,Total infected derivative,70%,Vaccine Efficacy 100%,Low
229,46.0,0.6823499999999854,Total infected derivative,70%,Vaccine Efficacy 100%,Low
230,47.0,0.5631500000000074,Total infected derivative,70%,Vaccine Efficacy 100%,Low
231,48.0,0.4479000000000042,Total infected derivative,70%,Vaccine Efficacy 100%,Low
232,49.0,0.4809500000000071,Total infected derivative,70%,Vaccine Efficacy 100%,Low
233,50.0,0.5991999999999962,Total infected derivative,70%,Vaccine Efficacy 100%,Low
234,51.0,0.651299999999992,Total infected derivative,70%,Vaccine Efficacy 100%,Low
235,52.0,0.6403000000000247,Total infected derivative,70%,Vaccine Efficacy 100%,Low
236,53.0,0.6242500000000177,Total infected derivative,70%,Vaccine Efficacy 100%,Low
237,54.0,0.5200499999999977,Total infected derivative,70%,Vaccine Efficacy 100%,Low
238,55.0,0.3607499999999959,Total infected derivative,70%,Vaccine Efficacy 100%,Low
239,56.0,0.4127499999999884,Total infected derivative,70%,Vaccine Efficacy 100%,Low
240,57.0,0.5250499999999931,Total infected derivative,70%,Vaccine Efficacy 100%,Low
241,58.0,0.5511500000000069,Total infected derivative,70%,Vaccine Efficacy 100%,Low
242,59.0,0.5631000000000199,Total infected derivative,70%,Vaccine Efficacy 100%,Low
243,60.0,,Total infected derivative,70%,Vaccine Efficacy 100%,Low
244,0.0,1.3267000000000166,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
245,1.0,3.230450000000019,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
246,2.0,8.188349999999986,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
247,3.0,14.830699999999979,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
248,4.0,21.224450000000004,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
249,5.0,20.796549999999996,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
250,6.0,15.585149999999999,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
251,7.0,17.76655000000001,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
252,8.0,22.353700000000003,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
253,9.0,21.357749999999996,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
254,10.0,18.200450000000004,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
255,11.0,14.660300000000007,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
256,12.0,11.167299999999997,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
257,13.0,8.078099999999992,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
258,14.0,6.619250000000008,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
259,15.0,6.241500000000002,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
260,16.0,5.422849999999983,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
261,17.0,4.627250000000004,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
262,18.0,3.9579000000000093,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
263,19.0,3.102249999999998,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
264,20.0,2.2695499999999953,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
265,21.0,1.7755499999999955,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
266,22.0,1.483000000000004,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
267,23.0,1.1803000000000026,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
268,24.0,0.9268000000000001,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
269,25.0,0.7846499999999992,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
270,26.0,0.6102499999999935,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
271,27.0,0.42780000000000484,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
272,28.0,0.348700000000008,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
273,29.0,0.35575000000000045,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
274,30.0,0.332650000000001,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
275,31.0,0.24544999999999106,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
276,32.0,0.1933999999999969,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
277,33.0,0.15234999999999843,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
278,34.0,0.10824999999999818,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
279,35.0,0.08915000000000362,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
280,36.0,0.08814999999999884,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
281,37.0,0.07014999999999816,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
282,38.0,0.04805000000000348,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
283,39.0,0.03710000000000946,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
284,40.0,0.03815000000000168,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
285,41.0,0.024999999999991473,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
286,42.0,0.015950000000003683,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
287,43.0,0.019100000000008777,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
288,44.0,0.01809999999998979,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
289,45.0,0.01799999999998647,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
290,46.0,0.018000000000000682,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
291,47.0,0.014000000000010004,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
292,48.0,0.009050000000002001,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
293,49.0,0.012050000000002115,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
294,50.0,0.019050000000007117,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
295,51.0,0.015049999999988017,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
296,52.0,0.007999999999995566,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
297,53.0,0.010000000000005116,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
298,54.0,0.007999999999995566,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
299,55.0,0.0040000000000048885,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
300,56.0,0.0020000000000095497,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
301,57.0,0.0030000000000001137,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
302,58.0,0.0040499999999923375,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
303,59.0,0.004099999999993997,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
304,60.0,,Total infected derivative,0%,Vaccine Efficacy 100%,Medium
305,0.0,1.1303000000000338,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
306,1.0,2.6854000000000156,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
307,2.0,6.9698999999999955,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
308,3.0,12.811549999999983,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
309,4.0,18.097199999999987,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
310,5.0,17.589200000000005,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
311,6.0,13.168350000000004,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
312,7.0,15.384749999999997,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
313,8.0,19.87174999999999,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
314,9.0,19.433899999999994,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
315,10.0,16.850700000000003,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
316,11.0,13.787599999999998,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
317,12.0,10.774550000000005,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
318,13.0,7.869700000000009,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
319,14.0,6.427849999999992,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
320,15.0,5.923900000000003,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
321,16.0,5.036050000000003,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
322,17.0,4.318650000000005,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
323,18.0,3.715450000000004,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
324,19.0,2.864699999999999,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
325,20.0,2.1122000000000014,Total infected derivative,10%,Vaccine Efficacy 100%,Medium
