,day,values,values_type,type,type_pretty,vaccine_efficacy,prevalence
768,1.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
769,2.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
770,3.0,0.10607142857142549,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
771,4.0,0.12840714285714022,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
772,5.0,0.16261428571428382,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
773,6.0,0.2018357142857131,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
774,7.0,0.24148571428571583,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
775,8.0,0.2812785714285724,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
776,9.0,0.31205714285714437,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
777,10.0,0.33367142857142895,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
778,11.0,0.3555714285714251,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
779,12.0,0.37674999999999914,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
780,13.0,0.39406428571428714,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
781,14.0,0.4088142857142836,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
782,15.0,0.41782857142856805,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
783,16.0,0.42469999999999736,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
784,17.0,0.43487142857143063,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
785,18.0,0.4421714285714375,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
786,19.0,0.452057142857147,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
787,20.0,0.4557857142857123,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
788,21.0,0.45763571428571476,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
789,22.0,0.46436428571428623,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
790,23.0,0.46980714285714137,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
791,24.0,0.4728000000000025,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
792,25.0,0.4759428571428584,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
793,26.0,0.4779499999999968,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
794,27.0,0.49054285714285584,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
795,28.0,0.5072857142857166,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
796,29.0,0.5138785714285713,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
797,30.0,0.5174714285714239,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
798,31.0,0.520628571428562,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
799,32.0,0.5277785714285618,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
800,33.0,0.5357928571428576,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
801,34.0,0.5369428571428654,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
802,35.0,0.5365142857142919,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
803,36.0,0.5346428571428662,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
804,37.0,0.5343357142857275,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
805,38.0,0.5370500000000098,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
806,39.0,0.5310500000000056,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
807,40.0,0.5214571428571406,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
808,41.0,0.5130142857142792,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
809,42.0,0.5017142857142817,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
810,43.0,0.4917071428571416,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
811,44.0,0.48525714285714067,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
812,45.0,0.4786642857142818,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
813,46.0,0.474814285714286,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
814,47.0,0.46979285714286334,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
815,48.0,0.4613428571428569,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
816,49.0,0.45304999999999035,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
817,50.0,0.4476142857142763,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
818,51.0,0.44090714285714017,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
819,52.0,0.43302857142857315,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
820,53.0,0.4280000000000013,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
821,54.0,0.4217142857142814,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
822,55.0,0.4159928571428516,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
823,56.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
824,57.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
825,58.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 100%,Low
1003,0.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1004,1.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1005,2.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1006,3.0,12.007885714285718,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1007,4.0,14.254664285714288,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1008,5.0,16.826085714285718,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1009,6.0,18.509585714285716,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1010,7.0,18.786428571428573,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1011,8.0,17.710707142857142,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1012,9.0,16.239471428571424,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1013,10.0,15.121514285714278,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1014,11.0,13.541771428571426,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1015,12.0,11.230449999999998,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1016,13.0,8.964514285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1017,14.0,7.065135714285713,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1018,15.0,5.552107142857142,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1019,16.0,4.409685714285715,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1020,17.0,3.5635642857142864,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1021,18.0,2.9015285714285732,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1022,19.0,2.3839142857142868,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1023,20.0,2.010299999999999,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1024,21.0,1.7562142857142828,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1025,22.0,1.5757071428571405,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1026,23.0,1.445314285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1027,24.0,1.3680285714285714,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1028,25.0,1.323942857142855,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1029,26.0,1.3000357142857126,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1030,27.0,1.2704071428571442,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1031,28.0,1.2085857142857157,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1032,29.0,1.1433214285714297,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1033,30.0,1.1013571428571456,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1034,31.0,1.0578214285714294,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1035,32.0,0.9936999999999998,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1036,33.0,0.9096714285714285,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1037,34.0,0.8220571428571413,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1038,35.0,0.7446142857142856,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1039,36.0,0.665457142857144,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1040,37.0,0.5893214285714278,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1041,38.0,0.5425142857142841,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1042,39.0,0.503,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1043,40.0,0.4552000000000008,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1044,41.0,0.40753571428571433,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1045,42.0,0.3637214285714277,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1046,43.0,0.32749999999999857,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1047,44.0,0.3014428571428555,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1048,45.0,0.2792642857142868,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1049,46.0,0.2566571428571446,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1050,47.0,0.23604285714285667,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1051,48.0,0.21743571428571531,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1052,49.0,0.19997142857143047,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1053,50.0,0.18179285714285645,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1054,51.0,0.1618999999999987,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1055,52.0,0.1477285714285707,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1056,53.0,0.13841428571428438,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1057,54.0,0.12453571428571508,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1058,55.0,0.11108571428571522,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1059,56.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1060,57.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
1061,58.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 100%,Medium
