,day,infected,type,type_pretty
142,20.0,10.024099999999999,Infected,40%
143,21.0,10.430900000000001,Infected,40%
144,22.0,10.290599999999998,Infected,40%
145,23.0,11.1182,Infected,40%
146,24.0,12.138099999999998,Infected,40%
147,25.0,13.6151,Infected,40%
148,26.0,14.885800000000001,Infected,40%
149,27.0,16.424999999999997,Infected,40%
150,28.0,16.8317,Infected,40%
151,29.0,16.491,Infected,40%
152,30.0,17.202399999999997,Infected,40%
153,31.0,18.248500000000003,Infected,40%
154,32.0,19.7655,Infected,40%
155,33.0,21.1704,Infected,40%
156,34.0,22.871599999999997,Infected,40%
157,35.0,22.9158,Infected,40%
158,36.0,22.204300000000003,Infected,40%
159,37.0,22.446900000000003,Infected,40%
160,38.0,23.158199999999997,Infected,40%
161,39.0,23.9378,Infected,40%
162,40.0,25.1842,Infected,40%
163,41.0,26.3828,Infected,40%
164,42.0,26.3247,Infected,40%
165,43.0,25.012,Infected,40%
166,44.0,24.992,Infected,40%
167,45.0,25.2024,Infected,40%
168,46.0,26.014100000000003,Infected,40%
169,47.0,26.545200000000005,Infected,40%
170,48.0,26.9921,Infected,40%
171,49.0,26.463000000000005,Infected,40%
172,50.0,25.1645,Infected,40%
173,51.0,24.779599999999995,Infected,40%
174,52.0,24.553099999999997,Infected,40%
175,53.0,24.551099999999998,Infected,40%
176,54.0,24.925800000000002,Infected,40%
177,55.0,25.200400000000002,Infected,40%
178,56.0,24.2405,Infected,40%
179,57.0,23.100299999999997,Infected,40%
180,58.0,22.1605,Infected,40%
181,59.0,21.8055,Infected,40%
182,60.0,21.526999999999997,Infected,40%
183,0.0,0.0,Infected,70%
184,1.0,0.0,Infected,70%
185,2.0,0.018000000000000002,Infected,70%
186,3.0,0.0641,Infected,70%
187,4.0,0.1123,Infected,70%
188,5.0,0.2084,Infected,70%
189,6.0,0.28450000000000003,Infected,70%
190,7.0,0.3668,Infected,70%
191,8.0,0.4329,Infected,70%
192,9.0,0.535,Infected,70%
193,10.0,0.6653,Infected,70%
194,11.0,0.8717,Infected,70%
195,12.0,1.032,Infected,70%
196,13.0,1.2505,Infected,70%
197,14.0,1.3506,Infected,70%
198,15.0,1.3506,Infected,70%
199,16.0,1.4909000000000001,Infected,70%
200,17.0,1.6533000000000002,Infected,70%
201,18.0,1.8457000000000001,Infected,70%
202,19.0,2.05,Infected,70%
203,20.0,2.3707,Infected,70%
204,21.0,2.4326999999999996,Infected,70%
205,22.0,2.4427,Infected,70%
206,23.0,2.5651,Infected,70%
207,24.0,2.7914,Infected,70%
208,25.0,3.0500999999999996,Infected,70%
209,26.0,3.2465,Infected,70%
210,27.0,3.4770999999999996,Infected,70%
211,28.0,3.5411999999999995,Infected,70%
212,29.0,3.473,Infected,70%
213,30.0,3.5310999999999995,Infected,70%
214,31.0,3.6952999999999996,Infected,70%
215,32.0,3.8336,Infected,70%
216,33.0,4.01,Infected,70%
217,34.0,4.3105,Infected,70%
218,35.0,4.3206,Infected,70%
219,36.0,4.1383,Infected,70%
220,37.0,4.1943,Infected,70%
221,38.0,4.224399999999999,Infected,70%
222,39.0,4.4089,Infected,70%
223,40.0,4.6314,Infected,70%
224,41.0,4.9258999999999995,Infected,70%
225,42.0,4.8876,Infected,70%
226,43.0,4.7015,Infected,70%
227,44.0,4.5953,Infected,70%
228,45.0,4.813599999999999,Infected,70%
229,46.0,4.929799999999999,Infected,70%
230,47.0,5.050000000000001,Infected,70%
231,48.0,5.2044,Infected,70%
232,49.0,5.0361,Infected,70%
233,50.0,4.895799999999999,Infected,70%
234,51.0,4.8637,Infected,70%
235,52.0,4.9979000000000005,Infected,70%
236,53.0,4.9298,Infected,70%
237,54.0,5.0761,Infected,70%
238,55.0,5.2725,Infected,70%
239,56.0,5.0781,Infected,70%
240,57.0,4.7977,Infected,70%
241,58.0,4.7475000000000005,Infected,70%
242,59.0,4.8576999999999995,Infected,70%
243,60.0,4.9018,Infected,70%
